spending_txid,vin_index,input_txid,input_vout,value_btc,generated,created_height,tip_height,age_blocks,age_days,note
97db67a961dbc54eb9b139ebf28590fec8c9ca1e59f16ddc8554a9a4070f43cb,1,cc4804f0eed7d590686ee8f795767239e645b81ed429f95ee4344398fb5e7557,0,0.00051731,False,968281,968282,1,0.0069,
97db67a961dbc54eb9b139ebf28590fec8c9ca1e59f16ddc8554a9a4070f43cb,2,2a472bfbb5a3452b8bae411d71d2898ebe51c41166dc4116771f753dca6105d3,0,0.00051328,False,968281,968282,1,0.0069,
a97bee87a544b1db9b07a4a38d475ab21a36faf25348bd53a8ffa75b5945f7cb,0,c8ca627b74d73c2287ee3fcb6d9fa8461156d2b10a2e9ce3c6e5241f7c36b959,1,0.00203152,False,968281,968282,1,0.0069,
9793ad43ef1f6a03c202eca2428bc316dc4ef7e5a174080cc89ae4ce62f963cd,0,2bfbcff5a3886dcbab5459bd8187e63c0e6d476e93cfbc1e25f012580bb4bf45,11,0.0058105,False,968277,968282,5,0.0347,
ba9c55cd27f7837cbaa11cc2372cdcc84fe835a6c20df2b770be9db46794b3cd,0,abd69f56ff391518b25c42eef7664f9f952e88c6a60002b61b5bba929e0fa285,0,0.00065087,False,968281,968282,1,0.0069,
6227285eb46747740af8cfc4e960342b1df938ddd31c1557528d5dcfe98aaece,0,ce9e38f934829fac34bc1ff7f3d40301c9ad767af86187f5fd43daa80b222268,0,0.0115547,False,968281,968282,1,0.0069,
87d65647d59d43dece058fa96dec1bb5cf505dda4be46f72e168d4212419edce,0,e81a3930d88c7645d77edd3ec17f9aac9df6f61a04198a1016f62b0510a00766,1,0.00084672,False,968277,968282,5,0.0347,
fea0b1d6525305e25df14ebbd5c4b1652d4297fc03f027799bff1780037e5ecf,0,1376e84b602080212be5efa3424b9f3d0f48b2d06c8811eb509115b2d6b74bd9,0,0.34267799,False,924840,968282,43442,301.6806,
fea0b1d6525305e25df14ebbd5c4b1652d4297fc03f027799bff1780037e5ecf,1,8de3d6ef46f466ac96988f02199fa20ee203ab9d6e779062bdac5133c426c061,20,0.30113237,False,935276,968282,33006,229.2083,
b6d435a30981d3b66d1176157f0dd592b696728d9f807e6e65fd58bcf1a46ccf,0,d08d6d58d7bd848d2ba2ba66626183c6eaa6d0557e0b5ec9af1cc55049746db9,8,0.00091369,False,968282,968282,0,0.0,same-block
b6d435a30981d3b66d1176157f0dd592b696728d9f807e6e65fd58bcf1a46ccf,1,f404ee3bb028f106e1bb36ae982abf8242fdedcc28bc5291711102a6961163b1,4,0.00112184,False,968281,968282,1,0.0069,
b6d435a30981d3b66d1176157f0dd592b696728d9f807e6e65fd58bcf1a46ccf,2,9b5df0cce89f46b984b31d76473d3632366cd047140cd72b2ea60fe3ab5e00df,0,0.00677581,False,968282,968282,0,0.0,same-block
ce24fbdc07424a64cb2dfc4b70f0af6e86cdebe7b47c7b8e74250ef7e95f00d1,0,65da034f14faa72a32c1cd65f296c61b0c9f94328c950211b930f3b8836b9173,1,0.0006227,False,968281,968282,1,0.0069,
18e9a9c03ca74a0e388d8af58afb79ef81ac1046680a71f46a967ebceeb68cd3,0,b2cf7fddffd1323d699c72f766bc10581cfe07fc862c846cf0cae0fff99713ff,0,0.00165128,False,968281,968282,1,0.0069,
b1a68527dbd811395d874288164863613c1a249157b3c2fbd38e2e4c8324ffda,0,c5fb93dd85a2d4054e17669d1288f73065bb88fb506477cf97de77097fd4e45e,0,0.00944152,False,968281,968282,1,0.0069,
b488993f4c344901054057c034821917201a478674ad41de2b547d9e0eabdcdb,0,e9f51476dfb0823c4f1c44198c8e3e72d3c4a262236d4ad2545b2e5d33ce9abf,1,2.278e-05,False,920266,968282,48016,333.4444,
b488993f4c344901054057c034821917201a478674ad41de2b547d9e0eabdcdb,1,c055808b81968ea03b88ab88c55883b30d0b515344b12d8cd81c97d8c721582a,1,0.00133327,False,920268,968282,48014,333.4306,
1f0f01783a4cd207d2234d52dee4a69b32df17cb2915da3eec58686bbc5a05dc,0,2869e2b5783d04c984aa4ed96be572465cad1faff4891e9abe3b862cb97963fe,1,0.00632206,False,967713,968282,569,3.9514,
a8c8db8522d9bd189af6f9668e58eb257ecfad916a33b9b573a8af74a9ed1bdc,0,b85d324a710f6fa6febccc122db9e60ad7fef49b8e135ba8b401f889aeffffa6,1,0.09580041,False,968279,968282,3,0.0208,
c44c9d1a629e66b25f6cc480700e3b838db8ffdcf7e4fe82bddcb23a836872dd,0,bbe08f960bb56eba9d0c9b384e649fde6716fb57b78ece1fc2c63503ab9e30da,4,0.0044301,False,968269,968282,13,0.0903,
59ac07369e00fda0658e59673876ad49a6a1d01e6b16a2f8148a4508c4f8dadd,0,6cd02a0d3cb73efd8dd4ef7b2fc03486304947439042eeb63c048fba6c00a7fe,0,0.00069628,False,967499,968282,783,5.4375,
f9944873a809b40b312bd09ad5906f7ad1d45aad43f0f9e5988f7772685514e2,0,4ef1f6302f431392dbdd9d56556f9b6fcf64af07b7af9a29c7a30de6ecf29160,4,0.00146455,False,966070,968282,2212,15.3611,
74295d06a4c5deaa292214dc757a315ad88b7e7c27cf42a06b2911ac1471e1e3,0,006e16b287e78f7a98c2981bb2b9763079dc424dfabcfae41425946b85b6541e,1,0.00047573,False,967852,968282,430,2.9861,
a03a22726ea9856408201fffcc9deac59820ed731212c1d80d6f6fa128ccc6e4,0,9aeb923c92ccddb3b8a0220ef64562e65ce2f6f8ac1b83483292272a5d9b10f3,1,0.0002742,False,968271,968282,11,0.0764,
dbaed04dc7e11cd8aa2104cac44084e0d52fafaac40874fc707c86d204ed7de6,0,a9117b6504b24a4409af94a3ac23cd7eb2a16577668106e4b15575cc449cc3d5,47,0.01095264,False,968270,968282,12,0.0833,
54d085c0a6bbed9b8ea788b4af6a4e1d675850cde842da9892434156214c15e7,0,17597083286ee25df3fabc9919d949585e533fabcdc636e5cbeb7ed426d0cb7d,1,6.951e-05,False,967962,968282,320,2.2222,
84588bda5e7c1fe8459d1bf7b021d23cec26f5625ebadf5aa3917900d69947e8,0,f3a53b795d5e85c909f067b62eda623215c317e2ce8cbf6740d29be7aa1ef345,1,0.37110723,False,896685,968282,71597,497.2014,
0d0d119058591c5d7ac54bcd282221c342c313f181652bc8240c0ac5acf540e9,0,b3cdcced999c57359b13bd0dbf8a01b8d920b9b3034d9ec1022e723f68456467,1,0.09049211,False,968281,968282,1,0.0069,
e798d281d49e421ce2eeed5904ef0eb9284eb10cdedf2d06d1aadd92ad047fe9,0,152ea503b5240798341840ad48d3add44b2900f8f2c28b4e7c01023ec4ee62d2,3,0.00244565,False,968281,968282,1,0.0069,
cefab36259a5af050fb06cc11f6f9c71f2ee7f09dd39d8c5c5308c4834e2b5e9,0,3b12af304130c660fa05f2e06fab2a4b71193bd63d5e95260ae3d3d88492edef,1,0.00233013,False,968247,968282,35,0.2431,
a6a51b17d0aa16f2ece73e8a3d35f969cf4141f731c566d87497e8ea889f72eb,0,974b790c6e1cb5c97d0996dc9d12d73ebb67f9b597a682ab55d115bfce1f73b9,1,0.00210773,False,968234,968282,48,0.3333,
466a123f92d831448ece4f6bcb7a4258b4fbd22d1455bc951c6d323df060c6eb,0,ea3b719c1712b0826c476db03768e94c5fcf86b01de3029072dd64d8aa6d04c2,1,0.00087547,False,955820,968282,12462,86.5417,
466a123f92d831448ece4f6bcb7a4258b4fbd22d1455bc951c6d323df060c6eb,1,586e3c3e84d98685d4ab78484cdb2528abe6c47e7cff21de797401b88f0b3769,6,0.12660761,False,955925,968282,12357,85.8125,
dce7cc079316608c9a2b0c52b7859023157a5b523a61b7d52e66735e99ea43ec,0,72820546bdc5a599e061a1bd70943c6115c621b7fcec67d43acf52517821c83c,1,0.00095097,False,968281,968282,1,0.0069,
042db21d8774c0db7913882a84521e85c6c5acbeb50a2908f79122546b594dec,0,a5b247a778e403ba37540237956266f1e09e08a9c3656fdf7e4f9ef1249e69de,1,0.0090716,False,968281,968282,1,0.0069,
a30fd3c82996102281d8381c58651160c8b2a4b2f9cff61750b57295136555ec,0,749ea4d757d1b57523bedda1d76d9b6c9a76230e37aa09233d86b875e90b7d9a,1,0.00338611,False,968281,968282,1,0.0069,
b50112ccd9ad374fe708c2fe7a4557baff28708c9ba079103aa5bd6cd453bbec,0,b784d8f9c55617b5f4b779428bf36769f9e6faa6e58f4873d1275ab4a622d368,1,0.00404366,False,968197,968282,85,0.5903,
77319773b583e0bf8eb7b3898024e2bd378fd478ee5e25f2ff3cad1882ace8ed,0,45dee0b807ab9659d8db8856c4f0c72195a9264e28fde39725103040a8f32b08,1,0.30091475,False,968279,968282,3,0.0208,
a8f788e671dcfb20ce3a281b7fe354ea056fae9e767892d4a53cdff8a35a0aef,0,347de8df7f4b5246067280122ba560f77dd25e4852788c53906c1b2aba2dbc87,1,0.0025552,False,968281,968282,1,0.0069,
a83fd43baa846d8692447374d4e0989a3f19d8f9fe3e9e6fef8db1e3248a9fef,0,c77c4710d601931854cef5d0ccf762e1a986f31f56942192d7d5e00a85f1fd08,1,0.00278617,False,968279,968282,3,0.0208,
8ed7b8708bab602fa2eb06637d1f0ef2e87997d5c93b49afe1e562751c0285f0,0,681b65a453a7b9d7ac74cd35edb7d486125818013e55a534441d8d3f35fbbf33,5,0.00112158,False,968176,968282,106,0.7361,
20734290faf5098b1d520fbcbd49abbbb21687f1ff33bf0ea178c5c3ea0d00f2,0,a5da72ef963d9caf816848b8b3f9b456e7413d566d29f001deea55bf8bed1b7e,3,0.00056238,False,968281,968282,1,0.0069,
20734290faf5098b1d520fbcbd49abbbb21687f1ff33bf0ea178c5c3ea0d00f2,1,3c8a8248df4ca29f0712ee160776bd4a9e1dc50a8dc91557c9b49e07aec3ce79,17,0.00012734,False,968279,968282,3,0.0208,
fc5c7dfaf81ba6eaeefe8e108d5c0b6531e209a9482fab31bd423b30713fc2f3,0,d865a712ad9c951c5251d8c730f94a9004b929095bfdeaecebd55210b64dd959,1,0.00054341,False,968281,968282,1,0.0069,
fc5c7dfaf81ba6eaeefe8e108d5c0b6531e209a9482fab31bd423b30713fc2f3,1,8fe25243ee7fc27e5ba9541aaf956c590e93c8917df6e00f103258678629c1e2,0,0.000537,False,968281,968282,1,0.0069,
3cb637a3a677c406d1439eef2c2d56ac0e8d4306e04c7f252f4837e623108efb,0,6db9b1c0c31761c79dd35155f823cd4c80941ec27880bff4c3d6ad401ba73ad2,0,0.00061249,False,968281,968282,1,0.0069,
37234536219a8ed59a90198ab8f71625c3fc7bb13d4767c21cb46e935fd178fc,0,f61616d4f243ea418b06394ab24909b7799ff4b534f4fdd67541e6814d38f2e0,1,1.24711188,False,967963,968282,319,2.2153,
ff23efde4116317371a89c2550f3777aca097f81e224c3525cdfceafa08823fd,0,e550aeb85765b8f6d1926bc3ee4d8cf0c564a6a2922b49152a25fe7c6f46e157,2,0.01518993,False,968281,968282,1,0.0069,
bf27de94cd35b74697bf86152abc4c57e5d31ddda7b16866bb42b8bf00d239fe,0,75eaeb4164c00b7d2e9bd52c80a25068cff6672f0f4eb28b86f475f83fb226db,1,0.14680873,False,968281,968282,1,0.0069,
945aef3be0e85ea9ab25f629af37f49645eef1b1169b55cb44b5b2930b324fff,0,6cd3e4f1704fc00492890f4161c528b8d0230187255fc4e22daa8276061b4503,12,0.30418767,False,955154,968282,13128,91.1667,
90a374aec4e6d0947dcc4b3e022f34212282eb900b56ae2b5be4535664ccd1ff,0,5a044e58432347929f58e1658149d8c0346073443dca9c4a3ac77f7462fe87c5,1,0.00705638,False,968281,968282,1,0.0069,
6b4b3652c428fb69c3adc03bcca7dc9a8a417b5b7f32079009db76319a6330b7,0,ff8b26d25071aa6b4590d557d9bcfa000e3d750473241b1aef6a4ad177c88aba,0,7.02e-06,False,923246,968282,45036,312.75,
6b4b3652c428fb69c3adc03bcca7dc9a8a417b5b7f32079009db76319a6330b7,1,c7ffc0768bc5c30aa4390046b008fbdc2c836a74433b7634bfac4735310596f9,3,0.00049491,False,957977,968282,10305,71.5625,
6b4b3652c428fb69c3adc03bcca7dc9a8a417b5b7f32079009db76319a6330b7,2,bc0c4156ecfb9f7d3d594058c35a641f2cdc326ca12054a51fd88c29627baf95,1,3.3e-06,False,968175,968282,107,0.7431,
5c359f5afad215e7e28231657eb1734155fb2e280decadb8ecadc83a9386ec4f,0,9ec959440db5510c0a2b29c8b3a6b6cfded385ae19fd96f74419fbf5591cdc3c,1,3.465e-05,False,968173,968282,109,0.7569,
5c359f5afad215e7e28231657eb1734155fb2e280decadb8ecadc83a9386ec4f,1,70c74af1de8f1f7d82bdc3859bc044700489cdc7aaae50df4d97f98e6b80f74f,1,0.00011746,False,968227,968282,55,0.3819,
5c359f5afad215e7e28231657eb1734155fb2e280decadb8ecadc83a9386ec4f,2,fb165ccc85c5ce56811f200f23b1b0dcbee97982a15ef0615e328e783c9cab11,0,1.335e-05,False,968244,968282,38,0.2639,
5c359f5afad215e7e28231657eb1734155fb2e280decadb8ecadc83a9386ec4f,3,efba57fb3d80ed200b6c8fc876c19719377fb6b4724024586c0ebaabb569dfe7,0,1.308e-05,False,968270,968282,12,0.0833,
5c359f5afad215e7e28231657eb1734155fb2e280decadb8ecadc83a9386ec4f,4,9b9466ae8cfa30986b1267926c26341c4c53acddbbcd5c6bdc0b455253ec77e3,0,1.933e-05,False,968278,968282,4,0.0278,
bba29dfd8fa451958b3b091fc06c3cbb5dc4346f265aad8226521f204f050621,0,d41be4b6b860c36ede810fbdedabd6849677a4084dc7347a0fda88d264dae431,0,0.00257523,False,968271,968282,11,0.0764,
bba29dfd8fa451958b3b091fc06c3cbb5dc4346f265aad8226521f204f050621,1,ffe7605da9f087d7a5af5c35f0b8e6df6ec2aca4f1420009ddcbe1307e337d05,0,0.00423562,False,968273,968282,9,0.0625,
bba29dfd8fa451958b3b091fc06c3cbb5dc4346f265aad8226521f204f050621,2,da4353137c08f9224ca83f9f2e205ea2c90569df30073fe94aed78483b93a130,4,0.00443159,False,968279,968282,3,0.0208,
bba29dfd8fa451958b3b091fc06c3cbb5dc4346f265aad8226521f204f050621,3,5e00ac98ee9048ab9e81bfd2c5c24d1b87473e3646b6a40d96fe0b6cd069e393,0,0.00460345,False,968043,968282,239,1.6597,
d823ca990f5be308ece7090ea046ccf2faa83e6d8bf7647419c6e752a86ec204,0,7ba7d4acfbf5e48da3025388d4e0ae1f5299c921c3dc334fabd24d9aa0b53e4c,14,0.0019724,False,968279,968282,3,0.0208,
d823ca990f5be308ece7090ea046ccf2faa83e6d8bf7647419c6e752a86ec204,1,cd9e2ce37182a4f95d291b2ea75122c8d1583a23cace830a3cf4a948f001bd0d,2,0.00093787,False,968182,968282,100,0.6944,
379fc2274507c919b3cdad1218c4667f7add26c9e1989ae25fed893556cefffa,0,179d8e645efcca37c47afa867bdc7d1ee7b26dd557143c5347b8399ded190bd6,6,0.04625126,False,968203,968282,79,0.5486,
e26f540fbb2da512fab92bc2935d843d76ec7203366963a680d764a3f4584363,0,700e24079fcfdd85c0cb4cb7e954f0dee9e768f554a54158558fbd36c98a2e82,2,0.00086734,False,968279,968282,3,0.0208,
e26f540fbb2da512fab92bc2935d843d76ec7203366963a680d764a3f4584363,1,c8ed4088c08451c98acfc7612507f47626412291cd61de1b35ab9faf45fb9792,0,0.00057332,False,968273,968282,9,0.0625,
e26f540fbb2da512fab92bc2935d843d76ec7203366963a680d764a3f4584363,2,dd55d4416b165768b6883d55a77dcb6deb60789aa494b5e541237bf2f1f82aaa,1,3.336e-05,False,968273,968282,9,0.0625,
7171225533e39728b436f86838d0c41361979277b3401344ee277ee3b1b78711,0,a66de04e920e89b1f961787480b4647df8566a84525f5d85460d1779588b4cf2,1,0.00528456,False,968203,968282,79,0.5486,
6dea34f01c6cc60c81488c09393d7b6c44d5886785543a148e38f8af3942143c,0,d2b7a8af3084847ef241dac350132608bbda37ef14e35dc539ba33a0f0095d60,1,0.00034612,False,968030,968282,252,1.75,
e7bcdaaee51c7fe1581c8e8cbea786e76ee51529decf5ac6b1acf5d0ca3c6e43,0,bf4f9aaa9f4900871f19f9e092d25bd4f1f80e2dfa3a7aa94b93019853546a4f,1,0.0042749,False,968216,968282,66,0.4583,
d1d7bae500643bbcbf9edf8f99b094b2bacd8423a276c2a2719bf6c410bd8c43,0,6b541aba3402a6b3ece9397f70b5dd05650f92c8b850c924f023004b3486d58c,3,0.0006728,False,968281,968282,1,0.0069,
59efbecd1560c0545e45fca43a25bdc585ee7b3e067001326826865d8f284a52,0,20ea635af9bea9625aed3ef6fd2e2caf4673df90cf077ce9468e18618c3ac5df,1,0.00031644,False,967792,968282,490,3.4028,
aaa104a23f09e968e4b822b221ede064c0613d2c08070111e59fa0dc36a73262,0,b2b32695b61a9f6d7afdf759081ccd2f218f433f8da3fb5860bae3629202b26f,1,0.02442921,False,968202,968282,80,0.5556,
87ab0be4e69265935a8d30567acca0083cb747ad48612aa2b2d81c44d9ae98ab,0,d79c3ebde622a16c8740687a7cfd2ed5d209ea9c33b00a2b6913da09b1659640,1,0.00227933,False,968265,968282,17,0.1181,
c1f1e5a0bc78afc5c2d1ff7380b7fb66f3a8238ad6cb677bfbd5d7dc55e720ad,0,da1ca6f1aad4592264148748ea33f5c02eac8f147ce26b669a0ba781136a7cba,0,0.00115649,False,968171,968282,111,0.7708,
a418fec99768de27519c70cb87427bbb88d677afe4c8bee9ea54039c41f2dbbf,0,5326f7cb30782d2976c3a49a1bcec44755c180ff315ee7d63f99a51114af9e84,0,0.00044988,False,968165,968282,117,0.8125,
f0e2888a9f561679729f414d5270c32ae1f41bb123e7f54df8be661f9df295e1,0,c16e6278be74c6ef31cad9e448ab74083ec7ad9d4d3b2051edbcef743375c396,0,0.00019278,False,968205,968282,77,0.5347,
27fe1301c8c2f88dcdb05cbe47aa41d3bd5b760769495a8df9702e5bba2c2fa5,0,0fbdc9a29ec81e2e7f3c386a69eec420c22d5a0c95d5ea85f84e8015eacc1d71,75,0.00563031,False,968178,968282,104,0.7222,
27fe1301c8c2f88dcdb05cbe47aa41d3bd5b760769495a8df9702e5bba2c2fa5,1,d7ddc4332bd5ae36fff8639b6e8e2cab4f11d3aef195f56f547124a4a098dff1,67,0.00619764,False,968195,968282,87,0.6042,
3fa66514defb4f6a8cdf6ee455be2637bf24956528d1768095f59489e5996c18,0,5919df948b453d79818c8cf1b0b074ddfe4ff84d16f74c2f8b928266a771d9fd,2,0.00051991,False,967832,968282,450,3.125,
3fa66514defb4f6a8cdf6ee455be2637bf24956528d1768095f59489e5996c18,1,4c6c3980d4be0dc948129205e466a6ccf303837dbf52319e7aa767c870e6dde4,2,0.00028931,False,968172,968282,110,0.7639,
7b9c608c291c1a9b98334c8211392f3e4fd0f54f2a078b0fdc3501f2e15df85f,0,d35586fda72fbaa1867fe1e56a89578dd661698c3010eccd41545c9b7019f0ac,784,0.00736059,False,968082,968282,200,1.3889,
7b9c608c291c1a9b98334c8211392f3e4fd0f54f2a078b0fdc3501f2e15df85f,1,d42731965d9ce238a937ce8066ecffa725565b4c194adb8c82105056b22984d6,630,0.00702692,False,968218,968282,64,0.4444,
846dceb9412d2b0e9aaf1c046127938efd0514a96dabbc478203472003c976fb,0,880ec49af81c93c87f5c4219ca83c87f3f88c721279dda03178f188bdffb363d,0,0.00624169,False,968162,968282,120,0.8333,
f8abfaead32b6fe26e28fb7686a1c6fdb5471c6d90243dd8f7e47a290b04b72b,0,3b40eb978fee97b94fb6db784e380420069c0a28b9d90f21b5d549a54106cbe1,53,0.00071547,False,968281,968282,1,0.0069,
10c0382a86db977b7c154eef383f08285d0f32f1cfee11931a0744931b4e5d2c,0,4c2c82bbb27b30219575d2a66e2db8fa116d7bf29f2ce8ce24c295f3eb049365,1,0.00276439,False,968202,968282,80,0.5556,
c28ea4dd6bc8d33dea8829d12c0090de29f7a6762ecfb03e7421fd2ff570c06b,0,0a838b67e92db216a14a7d244d8c3116ad72b32776de48e94e0354b5a04d481a,1,0.00637904,False,968147,968282,135,0.9375,
70ad89dcc01dc280ce52d5b8f9b22066c1674cd823dc1e46db7889029bdc787a,0,e8ba8b016f7f02def5bf099b1a09654b042640f1154bb54f1d771e7e19415fed,1,0.00294725,False,968280,968282,2,0.0139,
7c4a2564f576ee5f96c535c71ca593db8f5e5d22665dfa5dc8c99ba0e40dd239,0,a9e548f38d3e119eb6cbaff131c3ac02301198ef2ead772c6b63c7473a03773f,1,0.02035497,False,968086,968282,196,1.3611,
7c4a2564f576ee5f96c535c71ca593db8f5e5d22665dfa5dc8c99ba0e40dd239,1,b894be84340c62aa2ef1d05db381adde22f51adaf60c36bce1a3b08b741d9478,1,0.01922829,False,967330,968282,952,6.6111,
8e5efac77d4a3385c5a9a559f23f32a1ddbe3aa49739f4f13cd28844c09ad3c4,0,1f35b03f2af7d1c483f7be55715f8f24f39a0a2801c444240cc85c22c31d22da,0,0.00015233,False,968264,968282,18,0.125,
8e5efac77d4a3385c5a9a559f23f32a1ddbe3aa49739f4f13cd28844c09ad3c4,1,20ba3a6bdf68eb82f164ec781122b74aecf1388d67b0b48ff04aa38bbf838383,0,0.00014039,False,968273,968282,9,0.0625,
8e5efac77d4a3385c5a9a559f23f32a1ddbe3aa49739f4f13cd28844c09ad3c4,2,2ee288a30ff2824053ba8f9e67aae2935683fbe88d989b6c1908a336e86582dc,0,4.682e-05,False,968277,968282,5,0.0347,
643b97d2540080e126648ebe287e818cc045b3053ee89de048117c6d71975d12,0,264e0583ea4b0c9df4ad5fab55a0d95747b23ffdf2e38d456d28fd909d1715e8,8,0.00165231,False,968261,968282,21,0.1458,
b6d00708a1d95d383f40860bc38232607836170514d9a23f01f545e9094ad8e6,0,461a28d2e0a2ec1218bb7b95c3a4029df9c23a6aecb1bb7bf7a2a48abd1b30d4,0,0.00034621,False,968281,968282,1,0.0069,
e7a34e42675f4821a8fd6c17cfa89f534d9421594676e7f0f48023fdd432dbce,0,cbae4cdcf939fc1497b3264b538c7f8eb78fd91f34e6a216cdbd21a2fbb04878,1,0.02423112,False,968281,968282,1,0.0069,
910495f6eea5a50dbb8f3ee8e938d4d99e8c9fe3b8fce1ac5a41d9a3565b5885,0,e7a34e42675f4821a8fd6c17cfa89f534d9421594676e7f0f48023fdd432dbce,0,0.00714008,False,968282,968282,0,0.0,same-block
6692e128045249a49e015e38f5a96d37e746f0800fa1468eaed202415d6030fc,0,86f5ec996ae65ed70047230eaa9e77d86acab27656872ba149fd28bce49f79f2,0,0.00702239,False,968279,968282,3,0.0208,
1d2f6a1c73c68aae7b4e1ddadc547608b735e004f6190f2efbc851dfd6accd28,0,fbefc6791135e8e7fe2895225998e523e79308f6371f4fea13e1c9287679faf7,1,0.0020503,False,935308,968282,32974,228.9861,
1d2f6a1c73c68aae7b4e1ddadc547608b735e004f6190f2efbc851dfd6accd28,1,9780cded50f37f33ad0a25910caa0594091c4791660dc032e0663500219c30c5,1,0.00026127,False,935311,968282,32971,228.9653,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,0,9f584245396d571bdef0c87f87e1a44e9336e3ebc3ad1bdcf1f837a83f12c16d,1,1.347e-05,False,968271,968282,11,0.0764,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,1,c2cf6b9d70689491e57039d1d4840db21f5be62555f42262d2dcf33f7e9c2e6e,1,4.358e-05,False,968281,968282,1,0.0069,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,2,185765cd6d30df702b2b2c14489031101dca542c5c555fafcc00877bf2e0712d,1,6.103e-05,False,968280,968282,2,0.0139,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,3,f2111e2fd446ca417483a8a17bd5504f9f38d7116972e9b8a710d54bdda1cda0,0,0.00047285,False,968278,968282,4,0.0278,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,4,29e5034cabcbd3d69f2c8f858576c3d10351cd9634f0cbf1d45662d6ddf1b3f9,0,0.0072576,False,968281,968282,1,0.0069,
f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,5,3dd97cabfe466462dfcbb988170b064a48550d39256e5f16e2cfbc0beb03ca5d,0,0.00864191,False,968281,968282,1,0.0069,
0947d9303318267520fb02233b1e0b9f88978395b1c9084dc43549a3ca614b93,0,f76baf688024adcba2a7eaede6100ca030a06da30122ffed462b7fd1bc8c4f85,0,0.0003614,False,968282,968282,0,0.0,same-block
0947d9303318267520fb02233b1e0b9f88978395b1c9084dc43549a3ca614b93,1,8b3aa55ad792eadbff89e51c79fbb6c92543061fab97e0aa804349dfa8e7dcea,1,0.00023923,False,967873,968282,409,2.8403,
b0570143fff13c0f3d9a7384a87f71c00d40fb33919a7748357344bc890e2844,0,0ca9d1b605737c91ab196a8125b44ac1e045ca4adcdc0b90873392aabac12fb7,12,0.091866,False,967995,968282,287,1.9931,
d27881dae2be70671774ce929d5649f840590ce0f5a9202ce1b81c07b02a304a,0,1f1ac03f33d9c1f7dadbce7a6a6579bc1ad4e51b45fef8d0683cb797173a0c58,0,0.00028377,False,968085,968282,197,1.3681,
4ffa049b26b7f3784070d28ebe9f0de4af60eb6c0eb4eb43622752666ebf9b36,0,73b64273b970e49375d09d3661a47b6182525f5f188e281bb09eb8987d08372c,1151,0.01383878,False,968280,968282,2,0.0139,
4ffa049b26b7f3784070d28ebe9f0de4af60eb6c0eb4eb43622752666ebf9b36,1,a4383dfa74ef38aaae216b49af95038c9f6ec53af643aa989c374c69d19d428c,1,0.01443228,False,968279,968282,3,0.0208,
63f2a638b1c7fc5b482a5de9fe451daa51e430d081b514ccdf206db46074b23b,0,10eb59d718fd84eb5a897379b4d204ce75d70ff0c4c7531bb303af870b5221dd,0,0.00428878,False,968280,968282,2,0.0139,
63f2a638b1c7fc5b482a5de9fe451daa51e430d081b514ccdf206db46074b23b,1,73b64273b970e49375d09d3661a47b6182525f5f188e281bb09eb8987d08372c,1019,0.00609645,False,968280,968282,2,0.0139,
0c066003e03d1e32271a023b9bc6007edf756b2825922878fc87749c13841eb6,0,bb8025d86aaf4829f7ef8f73ae6d50b028c10a3bdd7215d2b60878705f503412,3,0.01512109,False,937538,968282,30744,213.5,
b8e39078a75d76ccdf8c8483ca9e2506a63c1328d0c4bc4098e5c8865187b2e9,0,811324e2ff2330659c3cd520f044a5d9bf37f4f6536b7a27075b4865c826d7e6,1,0.00026431,False,968281,968282,1,0.0069,
e2e42a6347c280d9f53cc56684468fb1587a950a948bb4c4529ada5ceee71710,0,0d5f39026c29f2322f4bc6e5f7362f3b44a3de7eac9ac9767c08253bef5fb03d,0,0.00866756,False,968168,968282,114,0.7917,
7d4b3421fb70e4b11f98fbbf7b4b920d13955d046e4e3504a37af658561d5997,0,1fe285bd9fef69b2a8e89a0edf8893ed0301833e7f1b5fcf91c8513d07001a33,1,0.00098828,False,967995,968282,287,1.9931,
5066ffeaa2b14099e4d9a2ff06af70dc77a5328d6a0737fe516e0359f1f698cc,0,84315948a72222b3259893791dcd688dd0f2879ed337e069dee46b2fb101001b,1,0.00341733,False,968172,968282,110,0.7639,
4f8f046e30ca23669f0fb0c8b30f57d9e481d1a3c7fa9402bf9b7d7ee4deadfa,0,7e9aee5b4fc1f4cddd5a3f91e20603697bef7b50fd1a554797bec437ddb10908,0,2.915e-05,False,968281,968282,1,0.0069,
4f8f046e30ca23669f0fb0c8b30f57d9e481d1a3c7fa9402bf9b7d7ee4deadfa,1,8aa7428f48f983fcc0aa926d09abcb5d79ba9b77282998c68b4d5bbd17ff72eb,1,0.00683718,False,968279,968282,3,0.0208,
